Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2013,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT HARVESTED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"900,000",
SURVEY,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT HARVESTED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"600,000",
SURVEY,2008,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"100,000",
SURVEY,2009,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"100,000",
SURVEY,2010,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"100,000",
SURVEY,2011,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"200,000",
SURVEY,2013,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"400,000",
SURVEY,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"100,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"800,000",
CENSUS,2008,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"6,025",
CENSUS,2008,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"36,901",
CENSUS,2008,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"42,926",
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"112,352",(H)
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"112,352",(H)
CENSUS,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"21,520",(H)
CENSUS,2016,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"9,930",34.8
CENSUS,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, OTHER VARIETIES, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"16,000",(H)
CENSUS,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, RED DELICIOUS, ORGANIC - PRODUCTION, MEASURED IN LB",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,520",83.3
SURVEY,2007,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,092,000",
SURVEY,2008,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,961,000",
SURVEY,2009,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,715,000",
SURVEY,2010,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,228,000",
SURVEY,2011,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,187,000",
SURVEY,2012,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"135,000",
SURVEY,2013,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,755,000",
SURVEY,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,961,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,453,000",
SURVEY,2007,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,700,000",
SURVEY,2008,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,600,000",
SURVEY,2009,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,100,000",
SURVEY,2010,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,100,000",
SURVEY,2011,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,300,000",
SURVEY,2012,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"200,000",
SURVEY,2013,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,800,000",
SURVEY,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"3,800,000",
SURVEY,2015,YEAR,,STATE,IOWA,19,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,000,000",
